,genres,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,movie_title,plot_keywords,plot_keyword1,plot_keyword2,plot_keyword3,plot_keyword4,plot_keyword5,language,country,title_year,imdb_score
2671,Horror,Horror,,,,,,,,The Hills Have Eyes II,desert|fight|hill|murder|mutant,desert,fight,hill,murder,mutant,English,USA,2007,5.1
2672,Horror|Mystery|Thriller,Horror,Mystery,Thriller,,,,,,Urban Legends: Final Cut,film set|movie set|sequel|slow motion|urban legend,film set,movie set,sequel,slow motion,urban legend,English,USA,2000,4.1
2673,Drama|Family|Fantasy|Romance,Drama,Family,Fantasy,Romance,,,,,Tuck Everlasting,fountain of youth|immortality|secret|woods|young man,fountain of youth,immortality,secret,woods,young man,English,USA,2002,6.7
2674,Action|Drama|Thriller,Action,Drama,Thriller,,,,,,The Marine,beating|marine|muscleman|tied up|tough guy,beating,marine,muscleman,tied up,tough guy,English,USA,2006,4.7
2675,Action|Comedy,Action,Comedy,,,,,,,Keanu,car chase|gangsta|gun fight|hitman|kitten,car chase,gangsta,gun fight,hitman,kitten,English,USA,2016,6.4
2676,Drama|Music,Drama,Music,,,,,,,Country Strong,country music|panties|pink panties|relapse|songwriter,country music,panties,pink panties,relapse,songwriter,English,Official site,2010,6.3
2677,Horror|Mystery|Sci-Fi|Thriller,Horror,Mystery,Sci-Fi,Thriller,,,,,Disturbing Behavior,blue ribbon|high school|jacket|jock|yogurt,blue ribbon,high school,jacket,jock,yogurt,English,Australia,1998,5.5
2678,Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,The Place Beyond the Pines,bank|carnival|motorcycle|police|rookie cop,bank,carnival,motorcycle,police,rookie cop,English,USA,2012,7.3
2679,Action|Crime|Thriller,Action,Crime,Thriller,,,,,,The November Man,critically bashed|premarital sex|sex scene|sex standing up|stripper,critically bashed,premarital sex,sex scene,sex standing up,stripper,English,USA,2014,6.3
2680,Drama|Mystery|Thriller,Drama,Mystery,Thriller,,,,,,Eye of the Beholder,chicago illinois|false identity|femme fatale|new york city|spying,chicago illinois,false identity,femme fatale,new york city,spying,English,Canada,1999,4.9
2681,Drama|History|Thriller|War,Drama,History,Thriller,War,,,,,The Hurt Locker,army|bomb|dangerous job|death|iraq,army,bomb,dangerous job,death,iraq,English,USA,2008,7.6
2682,Action|Horror|Sci-Fi|Thriller,Action,Horror,Sci-Fi,Thriller,,,,,Firestarter,captain|experiment|fire|psychic|secret government agency,captain,experiment,fire,psychic,secret government agency,English,USA,1984,6
2683,Crime|Thriller,Crime,Thriller,,,,,,,Killing Them Softly,exploding car|hit by a car|poker game|punched in the face|shot to death,exploding car,hit by a car,poker game,punched in the face,shot to death,English,USA,2012,6.2
2684,Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,A Most Wanted Man,intelligence|intelligence agency|secret service|surveillance camera|war on terror,intelligence,intelligence agency,secret service,surveillance camera,war on terror,English,UK,2014,6.8
2685,Comedy,Comedy,,,,,,,,Freddy Got Fingered,animator|bamboo cane|cartoonist|sausage|slacker,animator,bamboo cane,cartoonist,sausage,slacker,English,USA,2001,4.5
2686,Adventure|Animation|Comedy|Family,Adventure,Animation,Comedy,Family,,,,,The Pirates Who Don't Do Anything: A VeggieTales Movie,17th century|king|pirate|vegetable|waiter,17th century,king,pirate,vegetable,waiter,English,USA,2008,5.7
2687,Documentary|Music,Documentary,Music,,,,,,,U2 3D,3d in title|digit in title|rock band|rocker|u2,3d in title,digit in title,rock band,rocker,u2,English,USA,2007,8.4
2688,Action|Adventure|Fantasy|Sci-Fi,Action,Adventure,Fantasy,Sci-Fi,,,,,Highlander: Endgame,battle|explosion|immortal|revenge|sequel to cult film,battle,explosion,immortal,revenge,sequel to cult film,English,USA,2000,4.6
2689,Crime|Drama|Musical|Romance,Crime,Drama,Musical,Romance,,,,,Idlewild,gangster|playing piano|song and dance|speakeasy|written and directed by cast member,gangster,playing piano,song and dance,speakeasy,written and directed by cast member,English,USA,2006,6.2
2690,Drama|Romance,Drama,Romance,,,,,,,One Day,23 year time span|accidental death|best friend|loss of loved one|male female friendship,23 year time span,accidental death,best friend,loss of loved one,male female friendship,English,USA,2011,7
2691,Drama|Sport,Drama,Sport,,,,,,,Whip It,beauty pageant|friend|pageant|roller derby|texas,beauty pageant,friend,pageant,roller derby,texas,English,USA,2009,6.9
2692,Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,Knockaround Guys,mob|mobster|money|montana|sheriff,mob,mobster,money,montana,sheriff,English,USA,2001,6.1
2693,Crime|Thriller,Crime,Thriller,,,,,,,Confidence,con|grifter|lap dance|organized crime|shot in the forehead,con,grifter,lap dance,organized crime,shot in the forehead,English,USA,2003,6.7
2694,Comedy,Comedy,,,,,,,,The Muse,directed by star|muse|satire|screenwriter|tiffany's,directed by star,muse,satire,screenwriter,tiffany's,English,USA,1999,5.6
2695,Biography|Drama|Music|Musical,Biography,Drama,Music,Musical,,,,,De-Lovely,cole porter|composer|love|party|tears,cole porter,composer,love,party,tears,English,USA,2004,6.6
2696,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,New York Stories,12 year old|artist|hotel|three word title|written and directed by cast member,12 year old,artist,hotel,three word title,written and directed by cast member,English,USA,1989,6.4
2697,Adventure|Family,Adventure,Family,,,,,,,Barney's Great Adventure,apostrophe in title|critically bashed|hit on the head with a ball|punctuation in title|tyrannosaurus rex,apostrophe in title,critically bashed,hit on the head with a ball,punctuation in title,tyrannosaurus rex,English,Canada,1998,2.8
2698,Action,Action,,,,,,,,The Man with the Iron Fists,blacksmith|box office flop|chop socky|critically bashed|village,blacksmith,box office flop,chop socky,critically bashed,village,English,USA,2012,5.4
2699,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,Home Fries,baby|infidelity|pilot|pregnant|waitress,baby,infidelity,pilot,pregnant,waitress,English,USA,1998,5
2700,Drama|Romance,Drama,Romance,,,,,,,Here on Earth,diner|love|private school|school|small town,diner,love,private school,school,small town,English,USA,2000,5.1
2701,Drama|Sci-Fi,Drama,Sci-Fi,,,,,,,Brazil,black comedy|bureaucracy|dream|terrorist|wrongful arrest,black comedy,bureaucracy,dream,terrorist,wrongful arrest,English,UK,1985,8
2702,Family|Music|Romance,Family,Music,Romance,,,,,,Raise Your Voice,music school|scholarship|small town|stage fright|three word title,music school,scholarship,small town,stage fright,three word title,English,USA,2004,5.9
2703,Drama|Fantasy|Mystery|Sci-Fi,Drama,Fantasy,Mystery,Sci-Fi,,,,,The Dead Zone            ,psychic|psychic power|psychometry|spin off|supernatural power,psychic,psychic power,psychometry,spin off,supernatural power,English,Canada,NA,7.5
2704,Comedy|Crime,Comedy,Crime,,,,,,,The Big Lebowski,death|drug|nihilism|rug|white russian,death,drug,nihilism,rug,white russian,English,USA,1998,8.2
2705,Drama|Music,Drama,Music,,,,,,,Black Snake Moan,breasts|nipples visible through clothing|nudity|rear entry sex|white panties,breasts,nipples visible through clothing,nudity,rear entry sex,white panties,English,USA,2006,7
2706,Crime|Drama|Romance|Thriller,Crime,Drama,Romance,Thriller,,,,,Dark Blue,corrupt|criminal|investigation|lapd|police,corrupt,criminal,investigation,lapd,police,English,USA,2002,6.6
2707,Biography|Drama|History|Thriller|War,Biography,Drama,History,Thriller,War,,,,A Mighty Heart,fbi|journalist|missing|pakistan|reporter,fbi,journalist,missing,pakistan,reporter,English,USA,2007,6.7
2708,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,Whatever It Takes,male objectification|manipulative behavior|modern day adaptation|narcissistic woman|promiscuous woman,male objectification,manipulative behavior,modern day adaptation,narcissistic woman,promiscuous woman,English,USA,2000,5.5
2709,Comedy,Comedy,,,,,,,,Boat Trip,gay|hot air balloon|rejecting a marriage proposal|talking to a dog|vomiting on someone,gay,hot air balloon,rejecting a marriage proposal,talking to a dog,vomiting on someone,English,USA,2002,4.9
2710,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,The Importance of Being Earnest,comedy of manners|false identity|farce|love|period drama,comedy of manners,false identity,farce,love,period drama,English,UK,2002,6.9
2711,Fantasy|Romance,Fantasy,Romance,,,,,,,The Love Letter,antique|desk|letter|love|time travel,antique,desk,letter,love,time travel,English,USA,1998,7.4
2712,Adventure|Comedy|Family,Adventure,Comedy,Family,,,,,,Hoot,fight|florida|montana|owl|school,fight,florida,montana,owl,school,English,USA,2006,5.6
2713,Comedy|Crime|Drama,Comedy,Crime,Drama,,,,,,In Bruges,bruges|bullet|hope|irish|tourist,bruges,bullet,hope,irish,tourist,English,UK,2008,8
2714,Comedy|Romance,Comedy,Romance,,,,,,,Peeples,african american,african american,,,,,English,USA,2013,5.3
2715,Comedy|Music,Comedy,Music,,,,,,,The Rocker,20 years later|drummer|hdtv|rock band|rock star,20 years later,drummer,hdtv,rock band,rock star,English,USA,2008,6.2
2716,Comedy|Romance,Comedy,Romance,,,,,,,Post Grad,graduation|graduation speech|title directed by female|tv studio|unemployment,graduation,graduation speech,title directed by female,tv studio,unemployment,English,USA,2009,5.3
2717,Drama,Drama,,,,,,,,Promised Land,corporate greed|corporation|natural gas|salesman|small town,corporate greed,corporation,natural gas,salesman,small town,English,USA,2012,6.6
2718,Comedy|Romance,Comedy,Romance,,,,,,,Whatever Works,atheist|limp|quantum mechanics|religion|runaway,atheist,limp,quantum mechanics,religion,runaway,English,USA,2009,7.2
2719,Drama|Mystery|Thriller,Drama,Mystery,Thriller,,,,,,The In Crowd,clique|country club|female protagonist|lip gloss|title directed by female,clique,country club,female protagonist,lip gloss,title directed by female,English,USA,2000,4.6
2720,Adventure|Crime|Drama|Mystery|Western,Adventure,Crime,Drama,Mystery,Western,,,,Three Burials,cemetery|friend|journey|mexico|promise,cemetery,friend,journey,mexico,promise,English,France,2005,7.5
2721,Drama|War,Drama,War,,,,,,,Jakob the Liar,german|ghetto|hope|nazi|radio,german,ghetto,hope,nazi,radio,English,France,1999,6.5
2722,Comedy|Crime|Mystery,Comedy,Crime,Mystery,,,,,,Kiss Kiss Bang Bang,actor|detective sergeant|hotel|nightclub|thief,actor,detective sergeant,hotel,nightclub,thief,English,USA,2005,7.6
2723,Comedy|Fantasy|Horror|Thriller,Comedy,Fantasy,Horror,Thriller,,,,,Idle Hands,breasts|female frontal nudity|nude woman murdered|slow motion scene|trailer home,breasts,female frontal nudity,nude woman murdered,slow motion scene,trailer home,English,USA,1999,6.2
2724,Drama|Mystery|Thriller,Drama,Mystery,Thriller,,,,,,Mulholland Drive,amnesia|car accident|female protagonist|lesbian sex|loss of memory,amnesia,car accident,female protagonist,lesbian sex,loss of memory,English,France,2001,8
2725,Drama|Fantasy|Horror|Romance,Drama,Fantasy,Horror,Romance,,,,,Blood and Chocolate,colorado|love|murder|rocky mountains|werewolf,colorado,love,murder,rocky mountains,werewolf,English,USA,2007,5.5
2726,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,You Will Meet a Tall Dark Stranger,call girl|charlatan|fortune teller|manuscript|writer,call girl,charlatan,fortune teller,manuscript,writer,English,USA,2010,6.3
2727,Drama|Romance|Sci-Fi,Drama,Romance,Sci-Fi,,,,,,Never Let Me Go,boarding school|childhood|love|love triangle|organ donation,boarding school,childhood,love,love triangle,organ donation,English,UK,2010,7.2
2728,Drama|History|Thriller,Drama,History,Thriller,,,,,,The Company            ,cia|mole|revolution|spy|ussr,cia,mole,revolution,spy,ussr,English,USA,NA,7.9
2729,Crime|Drama|Mystery|Thriller,Crime,Drama,Mystery,Thriller,,,,,Transsiberian,35 mm digital camera|drugs|murder|train|travel,35 mm digital camera,drugs,murder,train,travel,English,Spain,2008,6.7
2730,Adventure|Drama|Fantasy,Adventure,Drama,Fantasy,,,,,,The Clan of the Cave Bear,cave bear|cro magnon|neanderthal|survival|tradition,cave bear,cro magnon,neanderthal,survival,tradition,English,USA,1986,5.3
2731,Comedy|Crime|Drama,Comedy,Crime,Drama,,,,,,Crazy in Alabama,abusive husband|alabama|boy|dream|sheriff,abusive husband,alabama,boy,dream,sheriff,English,USA,1999,6.3
2732,Crime|Drama|Horror|Thriller,Crime,Drama,Horror,Thriller,,,,,Funny Games,breaking the fourth wall|looking at the camera|remake|serial killer|violence,breaking the fourth wall,looking at the camera,remake,serial killer,violence,English,USA,2007,6.5
2733,Drama|Sci-Fi|Thriller,Drama,Sci-Fi,Thriller,,,,,,Listening,divorce papers|fainting|mind control|playground|technology,divorce papers,fainting,mind control,playground,technology,English,Cambodia,2014,5.6
2734,Drama|Thriller,Drama,Thriller,,,,,,,Felicia's Journey,caterer|catering|chef|friend|lawn mower,caterer,catering,chef,friend,lawn mower,English,Canada,1999,7
2735,Drama|Sci-Fi,Drama,Sci-Fi,,,,,,,Metropolis,art deco|bible quote|dance|silent film|worker,art deco,bible quote,dance,silent film,worker,German,Germany,1927,8.3
2736,Action|Crime|Thriller,Action,Crime,Thriller,,,,,,District B13,bomb|gang|police|sister|undercover cop,bomb,gang,police,sister,undercover cop,French,France,2004,7.2
2737,Crime|Drama,Crime,Drama,,,,,,,Things to Do in Denver When You're Dead,death|finger gun|video message|what happened to epilogue|wheelchair,death,finger gun,video message,what happened to epilogue,wheelchair,English,USA,1995,6.8
2738,Action|Drama,Action,Drama,,,,,,,The Assassin,black magic|china|love|refusal to kill|wuxia,black magic,china,love,refusal to kill,wuxia,Mandarin,Taiwan,2015,6.4
2739,Comedy|Crime|Drama|Thriller|War,Comedy,Crime,Drama,Thriller,War,,,,Buffalo Soldiers,berlin wall|germany|murder|soldier|specialist,berlin wall,germany,murder,soldier,specialist,English,UK,2001,6.9
2740,Drama|Mystery|Thriller,Drama,Mystery,Thriller,,,,,,The Return,boy|photograph|return|russian|wilderness,boy,photograph,return,russian,wilderness,Russian,Russia,2003,8
2741,Action,Action,,,,,,,,Ong-bak 2,cult film|elephant|jungle|martial arts|stylized violence,cult film,elephant,jungle,martial arts,stylized violence,Thai,Thailand,2008,6.2
2742,Action|Adventure|Drama|History|Thriller|War,Action,Adventure,Drama,History,Thriller,War,,,Centurion,mushroom|mute|roman soldier|screaming|wood carving,mushroom,mute,roman soldier,screaming,wood carving,English,UK,2010,6.4
2743,Action|Drama|Thriller,Action,Drama,Thriller,,,,,,Silent Trigger,assassin|die hard scenario|rangefinder|soldier|veteran,assassin,die hard scenario,rangefinder,soldier,veteran,English,Canada,1996,5.6
2744,Fantasy|Horror|Mystery,Fantasy,Horror,Mystery,,,,,,The Midnight Meat Train,butcher|girlfriend|mute character|photographer|subway,butcher,girlfriend,mute character,photographer,subway,English,USA,2008,6.1
2745,Biography|Drama|History,Biography,Drama,History,,,,,,Winnie Mandela,character name in title|nelson mandela|one word title|reference to winnie mandela|south africa,character name in title,nelson mandela,one word title,reference to winnie mandela,south africa,English,South Africa,2011,6
2746,Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,The Son of No One,housing project|letter|man with glasses|murder|subjective camera,housing project,letter,man with glasses,murder,subjective camera,English,USA,2011,5.1
2747,Action|Comedy|Drama|War,Action,Comedy,Drama,War,,,,,All the Queen's Men,apostrophe in title|behind enemy lines|box office flop|gay interest|punctuation in title,apostrophe in title,behind enemy lines,box office flop,gay interest,punctuation in title,English,Germany,2001,4.5
2748,Comedy|Drama|Fantasy|Music|Romance,Comedy,Drama,Fantasy,Music,Romance,,,,The Good Night,commercial|dream|dreaming|girl|new york city,commercial,dream,dreaming,girl,new york city,English,USA,2007,5.9
2749,Biography|Drama|Fantasy|History,Biography,Drama,Fantasy,History,,,,,Bathory: Countess of Blood,bathory|countess|female protagonist|legend|virgin blood,bathory,countess,female protagonist,legend,virgin blood,English,Slovakia,2008,6
2750,Adventure|Animation|Family,Adventure,Animation,Family,,,,,,Khumba,herd|ostrich|waterhole|wildebeest|zebra,herd,ostrich,waterhole,wildebeest,zebra,English,South Africa,2013,5.8
2751,Action|Sci-Fi|Thriller,Action,Sci-Fi,Thriller,,,,,,Automata,child hitman|dystopia|future|robot|self repair,child hitman,dystopia,future,robot,self repair,English,Bulgaria,2014,6.1
2752,Action|Adventure|Fantasy,Action,Adventure,Fantasy,,,,,,Dungeons & Dragons: Wrath of the Dragon God,combat|helmet|martial arts|medieval times|violence,combat,helmet,martial arts,medieval times,violence,English,Germany,2005,4.9
2753,Biography,Biography,,,,,,,,Chiamatemi Francesco - Il Papa della gente,,,,,,,Spanish,Italy,2015,5.7
2754,Action|Crime|Drama|Thriller,Action,Crime,Drama,Thriller,,,,,Shinjuku Incident,chinese|gang|gratitude|immigrant|japan,chinese,gang,gratitude,immigrant,japan,Mandarin,Hong Kong,2009,7.1
2755,Biography|Drama,Biography,Drama,,,,,,,Pandaemonium,betrayal|french revolution|friendship|poet|revolution,betrayal,french revolution,friendship,poet,revolution,English,UK,2000,6.6
2756,Comedy|Fantasy|Romance,Comedy,Fantasy,Romance,,,,,,Groundhog Day,cult film|existentialism|groundhog day|time loop|trapped in a time loop,cult film,existentialism,groundhog day,time loop,trapped in a time loop,English,USA,1993,8.1
2757,Comedy|Drama|Music,Comedy,Drama,Music,,,,,,Magic Mike XXL,male bonding|male friendship|male objectification|muscular|stripper,male bonding,male friendship,male objectification,muscular,stripper,English,USA,2015,5.7
2758,Drama|Romance,Drama,Romance,,,,,,,Romeo + Juliet,hawaiian shirt|love|shakespeare adaptation|shakespeare play|star crossed lovers,hawaiian shirt,love,shakespeare adaptation,shakespeare play,star crossed lovers,English,USA,1996,6.8
2759,Drama|War,Drama,War,,,,,,,Sarah's Key,apartment|escape|jewish family|journalist|key,apartment,escape,jewish family,journalist,key,French,France,2010,7.5
2760,Drama|Family|Music,Drama,Family,Music,,,,,,Freedom,19th century|christian film|hymn|religion|slave,19th century,christian film,hymn,religion,slave,English,USA,2014,6.2
2761,Drama|Western,Drama,Western,,,,,,,Unforgiven,englishman|leaving flowers on a grave|one last job|reputation|visiting wife's grave,englishman,leaving flowers on a grave,one last job,reputation,visiting wife's grave,English,USA,1992,8.3
2762,Drama,Drama,,,,,,,,Manderlay,cotton|female frontal nudity|flogging|gangster|slavery,cotton,female frontal nudity,flogging,gangster,slavery,English,Denmark,2005,7.4
2763,Drama|Romance,Drama,Romance,,,,,,,Slumdog Millionaire,cheating|falling from height|murder|non professional cast|slum,cheating,falling from height,murder,non professional cast,slum,English,UK,2008,8
2764,Drama|Romance|Thriller,Drama,Romance,Thriller,,,,,,Fatal Attraction,borderline personality disorder|killing a pet|madame butterfly|new york|new york city,borderline personality disorder,killing a pet,madame butterfly,new york,new york city,English,USA,1987,6.9
2765,Comedy|Romance,Comedy,Romance,,,,,,,Pretty Woman,businessman|falling in love with a prostitute|hotel|prostitute|rich man poor woman,businessman,falling in love with a prostitute,hotel,prostitute,rich man poor woman,English,USA,1990,6.9
2766,Comedy,Comedy,,,,,,,,Towering Inferno            ,,,,,,,English,Canada,NA,9.5
2767,Action|Adventure|Comedy,Action,Adventure,Comedy,,,,,,Crocodile Dundee II,australia|australian|crime boss|crocodile|gangster,australia,australian,crime boss,crocodile,gangster,English,Australia,1988,5.5
2768,Action|Crime|Drama|Mystery|Thriller,Action,Crime,Drama,Mystery,Thriller,,,,Broken Horses,,,,,,,English,USA,2015,5.7
2769,Biography|Drama|War,Biography,Drama,War,,,,,,Born on the Fourth of July,desert|drunkenness|religious mother|strict mother|vietnam war,desert,drunkenness,religious mother,strict mother,vietnam war,English,USA,1989,7.2
2770,Adventure|Comedy|Family|Sport,Adventure,Comedy,Family,Sport,,,,,Cool Runnings,bobsled|coach|jamaica|olympic games|olympics,bobsled,coach,jamaica,olympic games,olympics,English,USA,1993,6.9
2771,Horror|Thriller,Horror,Thriller,,,,,,,My Bloody Valentine,coma|death|miner|valentine|valentine's day,coma,death,miner,valentine,valentine's day,English,USA,2009,5.5
2772,Horror|Thriller,Horror,Thriller,,,,,,,The Possession,basketball coach|box|jewish|rabbi|yard sale,basketball coach,box,jewish,rabbi,yard sale,English,USA,2012,5.9
2773,Action|Adventure|Drama,Action,Adventure,Drama,,,,,,First Blood,1980s|colonel|deputy|rambo|sheriff,1980s,colonel,deputy,rambo,sheriff,English,USA,1982,7.7
2774,Drama|Music|Romance,Drama,Music,Romance,,,,,,Stomp the Yard,atlanta georgia|competition|dancer|death|fraternity,atlanta georgia,competition,dancer,death,fraternity,English,USA,2007,5.2
2775,Action|Adventure|Sci-Fi|Thriller,Action,Adventure,Sci-Fi,Thriller,,,,,The Spy Who Loved Me,1970s|cult film|official james bond series|submarine|world war three,1970s,cult film,official james bond series,submarine,world war three,English,UK,1977,7.1
2776,Documentary,Documentary,,,,,,,,Ghost Hunters            ,ghost|paranormal|paranormal research|shaky cam,ghost,paranormal,paranormal research,shaky cam,,English,USA,NA,6.6
2777,Horror|Mystery|Thriller,Horror,Mystery,Thriller,,,,,,Urban Legend,campus|death|friend|professor|urban legend,campus,death,friend,professor,urban legend,English,USA,1998,5.5
2778,Drama|Romance,Drama,Romance,,,,,,,Dangerous Liaisons,catholic|corruption|emotional abuse|france|seduction,catholic,corruption,emotional abuse,france,seduction,English,USA,1988,7.7
2779,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,Good Deeds,businessman|fight|mean brother|narrated by character|wordplay in title,businessman,fight,mean brother,narrated by character,wordplay in title,English,USA,2012,5.4
2780,Adventure|Drama,Adventure,Drama,,,,,,,White Fang,alaska|dog|friendship|gold|yukon,alaska,dog,friendship,gold,yukon,English,USA,1991,6.7
2781,Comedy|Romance,Comedy,Romance,,,,,,,Superstar,dancing|orphan|school|special education|student,dancing,orphan,school,special education,student,English,USA,1999,5
2782,Biography|Drama|History,Biography,Drama,History,,,,,,The Iron Lady,british prime minister|female prime minister|politics|prime minister|told in flashback,british prime minister,female prime minister,politics,prime minister,told in flashback,English,UK,2011,6.4
2783,Adventure|Animation|Comedy|Drama|Family|Musical,Adventure,Animation,Comedy,Drama,Family,Musical,,,Jonah: A VeggieTales Movie,anthropomorphism|pirate|pirate ship|tomato|whale,anthropomorphism,pirate,pirate ship,tomato,whale,English,USA,2002,6.6
2784,Drama|Romance,Drama,Romance,,,,,,,Poetic Justice,african american|mail carrier|poetry|postal worker|south central los angeles,african american,mail carrier,poetry,postal worker,south central los angeles,English,USA,1993,5.9
2785,Action|Comedy|Crime|Thriller,Action,Comedy,Crime,Thriller,,,,,All About the Benjamins,black comedy|bounty hunter|diamond|machismo|money,black comedy,bounty hunter,diamond,machismo,money,English,USA,2002,5.7
2786,Comedy|Fantasy|Horror|Romance,Comedy,Fantasy,Horror,Romance,,,,,Vampire in Brooklyn,blood|destiny|nightmare|partner|vampire,blood,destiny,nightmare,partner,vampire,English,USA,1995,4.5
2787,Horror,Horror,,,,,,,,Exorcist II: The Heretic,demon|exorcism|locust|priest|repressed memory,demon,exorcism,locust,priest,repressed memory,English,USA,1977,3.7
2788,Horror|Mystery|Thriller,Horror,Mystery,Thriller,,,,,,An American Haunting,flashback|lifting someone into the air|paranormal phenomena|voice over letter|year 1818,flashback,lifting someone into the air,paranormal phenomena,voice over letter,year 1818,English,UK,2005,5
2789,Comedy|Romance,Comedy,Romance,,,,,,,My Boss's Daughter,boss' daughter|crush|house sitter|housesitting|love interest,boss' daughter,crush,house sitter,housesitting,love interest,English,USA,2003,4.6
2790,Adventure|Mystery|Thriller,Adventure,Mystery,Thriller,,,,,,A Perfect Getaway,cliff|hawaii|island|newlywed|waterfall,cliff,hawaii,island,newlywed,waterfall,English,USA,2009,6.5
2791,Comedy|Romance,Comedy,Romance,,,,,,,Our Family Wedding,california|love|marriage|wedding|wedding dress,california,love,marriage,wedding,wedding dress,English,USA,2010,4.9
2792,Comedy,Comedy,,,,,,,,Dead Man on Campus,college|college roommate|party|roommate|student,college,college roommate,party,roommate,student,English,USA,1998,6
2793,Comedy|Drama|War,Comedy,Drama,War,,,,,,Tea with Mussolini,ambassador|american|art|english|italy,ambassador,american,art,english,italy,English,Italy,1999,6.9
2794,Fantasy|Horror,Fantasy,Horror,,,,,,,Thinner,death|doctor|gypsy|judge|lawyer,death,doctor,gypsy,judge,lawyer,English,USA,1996,5.7
2795,Drama|Music|Musical|Romance,Drama,Music,Musical,Romance,,,,,"New York, New York",love|musician|saxophonist|singer|songwriter,love,musician,saxophonist,singer,songwriter,English,USA,1977,6.7
2796,Comedy|Drama,Comedy,Drama,,,,,,,Crooklyn,argument|birthday|bully|coming of age|semi autobiographical,argument,birthday,bully,coming of age,semi autobiographical,English,USA,1994,6.9
2797,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,I Think I Love My Wife,banker|investment|investment banker|marriage|sex,banker,investment,investment banker,marriage,sex,English,USA,2007,5.5
2798,Action|Horror|Sci-Fi|Thriller,Action,Horror,Sci-Fi,Thriller,,,,,Jason X,jason voorhees|lake|machete|scientist|slasher,jason voorhees,lake,machete,scientist,slasher,English,USA,2001,4.4
2799,Adventure|Comedy|Family,Adventure,Comedy,Family,,,,,,Big Fat Liar,brunette|film producer|liar|prank|stunt,brunette,film producer,liar,prank,stunt,English,USA,2002,5.4
2800,Drama|History,Drama,History,,,,,,,Bobby,campaign|chess|friend|hotel|senator,campaign,chess,friend,hotel,senator,English,USA,2006,7
2801,Comedy|Mystery|Romance,Comedy,Mystery,Romance,,,,,,Head Over Heels,apartment|fast motion scene|model|private investigation|suspected murder,apartment,fast motion scene,model,private investigation,suspected murder,English,USA,2001,5.4
2802,Adventure|Comedy,Adventure,Comedy,,,,,,,Fun Size,adult humor|best friend|friend|halloween|teenage girl,adult humor,best friend,friend,halloween,teenage girl,English,USA,2012,5.4
2803,Biography|Drama,Biography,Drama,,,,,,,The Diving Bell and the Butterfly,arc de triomphe paris|based on autobiography|coma|elle magazine|male frontal nudity,arc de triomphe paris,based on autobiography,coma,elle magazine,male frontal nudity,French,France,2007,8
2804,Drama|Romance,Drama,Romance,,,,,,,Little Children,adulterous wife|bar|dysfunctional marriage|sex offender|suburb,adulterous wife,bar,dysfunctional marriage,sex offender,suburb,English,USA,2006,7.6
2805,Drama|Mystery|Thriller,Drama,Mystery,Thriller,,,,,,Gossip,college|college campus|gossip|rape|sex,college,college campus,gossip,rape,sex,English,USA,2000,5.9
2806,Drama,Drama,,,,,,,,A Walk on the Moon,adulterous wife|cheating wife|summer|unfaithfulness|woodstock,adulterous wife,cheating wife,summer,unfaithfulness,woodstock,English,USA,1999,6.6
2807,Biography|Drama|History,Biography,Drama,History,,,,,,Catch a Fire,attack|coach|colonel|jail|oil refinery,attack,coach,colonel,jail,oil refinery,English,France,2006,6.7
2808,Drama|Horror|Mystery|Thriller,Drama,Horror,Mystery,Thriller,,,,,Soul Survivors,car accident|college|ghost|girl in panties|white panties,car accident,college,ghost,girl in panties,white panties,English,USA,2001,3.9
2809,Biography|Drama|History|Romance,Biography,Drama,History,Romance,,,,,Jefferson in Paris,18th century|ambassador|french revolution|friendship|thomas jefferson,18th century,ambassador,french revolution,friendship,thomas jefferson,English,France,1995,5.7
2810,Comedy|Romance,Comedy,Romance,,,,,,,Easy Virtue,estate|female frontal nudity|female nudity|no panties|unhappy marriage,estate,female frontal nudity,female nudity,no panties,unhappy marriage,English,UK,2008,6.7
2811,Action|Adventure|History,Action,Adventure,History,,,,,,Caravans,afghanistan|caravan|rebel|russian|tribe,afghanistan,caravan,rebel,russian,tribe,English,Iran,1978,6.5
2812,Biography|Drama|History,Biography,Drama,History,,,,,,Mr. Turner,prism|rented room|scrofula|sketching|sunrise,prism,rented room,scrofula,sketching,sunrise,English,UK,2014,6.8
2813,Drama|Romance,Drama,Romance,,,,,,,Wild Grass,dentist|letter|pilot|skateboard|wallet,dentist,letter,pilot,skateboard,wallet,French,France,2009,6.3
2814,Biography|Crime|Drama|War,Biography,Crime,Drama,War,,,,,Amen.,jesuit|jew|pope|priest|ss,jesuit,jew,pope,priest,ss,English,France,2002,7.3
